user_id,reel_id,view,watch_ratio,like,comment,purchase,timestamp
6,1241,1,0.78,0,0,0,2026-03-19 22:22:36
6,183,1,0.96,0,0,0,2026-03-07 22:22:36
6,2370,1,0.83,0,0,0,2026-03-07 22:22:37
6,1424,1,0.57,1,0,0,2026-02-17 22:22:36
6,1363,1,0.21,1,0,0,2026-04-21 22:22:36
6,2834,1,0.85,0,0,0,2026-04-08 22:22:37
6,2276,1,0.37,0,0,0,2026-05-07 22:22:37
6,94,1,0.38,0,0,0,2026-04-15 22:22:36
7,2012,1,0.98,0,0,0,2026-02-23 22:22:36
7,1354,1,0.8,0,0,0,2026-03-25 22:22:36
7,414,1,0.11,0,0,0,2026-03-15 22:22:36
7,2994,1,0.83,0,1,0,2026-02-22 22:22:37
7,2658,1,0.55,0,0,0,2026-03-24 22:22:37
7,2744,1,0.78,0,0,0,2026-03-17 22:22:37
7,1371,1,0.52,0,0,0,2026-03-04 22:22:36
7,2846,1,0.41,0,0,0,2026-03-17 22:22:37
7,2651,1,0.61,0,0,0,2026-04-06 22:22:37
7,1571,1,0.81,1,0,0,2026-03-26 22:22:36
7,552,1,0.73,0,0,0,2026-05-11 22:22:36
7,725,1,0.77,0,0,0,2026-04-10 22:22:36
7,1506,1,0.6,0,0,0,2026-03-23 22:22:36
7,1618,1,0.55,0,1,1,2026-02-20 22:22:36
7,1265,1,0.92,1,0,1,2026-05-07 22:22:36
7,2803,1,0.88,1,0,0,2026-04-05 22:22:37
7,2299,1,0.98,0,0,0,2026-04-05 22:22:37
7,612,1,0.82,0,0,0,2026-04-01 22:22:36
7,707,1,0.72,0,0,0,2026-04-27 22:22:36
7,2592,1,0.56,0,0,0,2026-02-17 22:22:37
7,2649,1,0.66,0,0,0,2026-03-24 22:22:37
7,1643,1,0.82,0,1,0,2026-02-25 22:22:36
7,92,1,0.9,0,1,0,2026-03-18 22:22:36
7,1261,1,0.71,0,0,0,2026-03-11 22:22:36
7,1593,1,0.54,1,0,0,2026-04-24 22:22:36
7,2290,1,0.83,0,0,0,2026-04-25 22:22:37
7,470,1,0.93,1,0,0,2026-05-01 22:22:36
7,137,1,0.63,1,0,0,2026-03-01 22:22:36
7,538,1,0.92,0,0,0,2026-05-09 22:22:36
7,2694,1,1.0,0,0,0,2026-05-04 22:22:37
7,2438,1,0.56,0,0,0,2026-03-04 22:22:37
7,2894,1,0.95,0,0,0,2026-03-13 22:22:37
7,99,1,0.72,1,0,0,2026-04-18 22:22:36
7,1680,1,0.5,1,0,0,2026-05-09 22:22:36
7,1374,1,0.77,0,0,0,2026-02-19 22:22:36
7,2007,1,0.73,0,0,0,2026-03-14 22:22:36
7,1962,1,0.74,0,0,0,2026-04-09 22:22:36
7,1133,1,0.67,0,0,0,2026-04-04 22:22:36
8,930,1,0.99,0,0,0,2026-05-08 22:22:36
8,843,1,0.25,0,0,0,2026-04-08 22:22:36
8,299,1,0.59,1,0,0,2026-03-14 22:22:36
8,2811,1,0.73,1,1,0,2026-02-18 22:22:37
8,1773,1,0.99,0,0,0,2026-03-05 22:22:36
8,82,1,0.56,0,0,0,2026-02-16 22:22:36
8,2979,1,0.76,0,0,0,2026-03-10 22:22:37
8,963,1,0.71,0,0,0,2026-03-29 22:22:36
8,1640,1,0.51,0,0,0,2026-04-13 22:22:36
8,417,1,0.76,0,0,0,2026-05-05 22:22:36
8,1928,1,0.84,0,0,0,2026-05-06 22:22:36
8,2113,1,0.6,1,0,0,2026-04-07 22:22:37
8,688,1,0.61,1,0,0,2026-02-22 22:22:36
8,391,1,0.79,0,0,0,2026-03-02 22:22:36
8,236,1,0.89,1,0,0,2026-05-04 22:22:36
8,55,1,0.68,0,0,0,2026-03-10 22:22:36
8,1245,1,0.78,0,0,0,2026-04-03 22:22:36
8,1142,1,0.54,1,0,0,2026-05-08 22:22:36
8,1078,1,0.52,1,0,0,2026-04-23 22:22:36
8,172,1,0.7,1,0,0,2026-04-04 22:22:36
8,1795,1,0.73,0,1,0,2026-02-12 22:22:36
8,1510,1,0.73,0,0,0,2026-04-05 22:22:36
8,1905,1,0.2,0,0,0,2026-03-21 22:22:36
8,1922,1,0.81,0,0,0,2026-02-25 22:22:36
8,1083,1,0.43,0,0,0,2026-03-26 22:22:36
8,1820,1,0.89,0,0,0,2026-03-21 22:22:36
8,1375,1,0.26,0,0,0,2026-03-08 22:22:36
8,2212,1,0.71,0,0,0,2026-03-14 22:22:37
9,664,1,0.61,1,0,1,2026-04-22 22:22:36
9,1781,1,0.79,0,0,1,2026-02-27 22:22:36
9,50,1,0.99,0,0,0,2026-05-01 22:22:36
9,2644,1,0.52,1,1,0,2026-04-13 22:22:37
9,337,1,0.65,1,0,0,2026-04-18 22:22:36
9,1671,1,0.96,0,0,0,2026-03-21 22:22:36
9,669,1,0.91,0,0,0,2026-04-03 22:22:36
9,1431,1,0.76,0,0,0,2026-03-06 22:22:36
9,2088,1,0.58,0,0,0,2026-02-18 22:22:37
9,301,1,0.63,1,0,0,2026-02-20 22:22:36
9,1101,1,0.59,0,0,0,2026-05-01 22:22:36
9,1692,1,0.83,0,0,0,2026-03-28 22:22:36
9,1242,1,0.55,0,0,0,2026-03-10 22:22:36
9,1909,1,0.59,1,0,0,2026-04-06 22:22:36
9,1079,1,0.96,0,0,0,2026-04-28 22:22:36
9,737,1,0.57,0,0,0,2026-02-17 22:22:36
9,1207,1,0.51,1,0,0,2026-03-24 22:22:36
9,634,1,0.89,0,0,1,2026-02-08 22:22:36
9,2326,1,0.2,0,0,0,2026-03-29 22:22:37
9,2055,1,0.82,0,1,0,2026-04-16 22:22:36
9,2247,1,0.95,1,0,0,2026-05-04 22:22:37
9,2081,1,0.89,0,0,0,2026-03-21 22:22:37
9,2681,1,0.85,1,0,0,2026-03-21 22:22:37
9,732,1,0.82,0,0,0,2026-03-05 22:22:36
9,1153,1,0.18,0,0,0,2026-03-19 22:22:36
10,1387,1,0.73,0,0,0,2026-05-08 22:22:36
10,1591,1,0.93,0,0,0,2026-04-10 22:22:36
10,1581,1,0.98,0,0,0,2026-03-31 22:22:36
10,1194,1,0.73,1,0,0,2026-04-09 22:22:36
10,1863,1,0.6,0,0,0,2026-04-03 22:22:36
10,1331,1,0.54,1,0,0,2026-03-26 22:22:36
10,383,1,0.97,0,0,0,2026-04-21 22:22:36
10,539,1,0.9,0,0,0,2026-05-11 22:22:36
10,2323,1,0.99,0,0,0,2026-02-24 22:22:37
10,2011,1,0.58,0,0,0,2026-03-02 22:22:36
10,2988,1,0.61,0,0,0,2026-02-28 22:22:37
10,1462,1,0.87,1,0,0,2026-04-28 22:22:36
10,1113,1,0.95,0,0,0,2026-02-13 22:22:36
10,758,1,0.85,0,0,0,2026-05-08 22:22:36
10,1155,1,0.72,0,0,0,2026-03-30 22:22:36
10,762,1,0.65,0,0,0,2026-03-16 22:22:36
10,1658,1,0.65,1,1,0,2026-04-29 22:22:36
10,1138,1,0.78,1,1,0,2026-03-08 22:22:36
10,1726,1,0.88,0,0,0,2026-03-13 22:22:36
10,1517,1,0.57,1,0,0,2026-03-23 22:22:36
10,548,1,0.62,1,1,0,2026-04-28 22:22:36
10,981,1,0.64,0,0,0,2026-03-10 22:22:36
10,1965,1,0.96,0,0,0,2026-03-23 22:22:36
10,95,1,0.56,0,0,0,2026-03-30 22:22:36
10,2898,1,0.81,0,0,0,2026-05-07 22:22:37
10,747,1,0.68,1,0,0,2026-03-22 22:22:36
10,809,1,0.44,0,0,0,2026-02-07 22:22:36
10,843,1,0.77,0,0,0,2026-04-06 22:22:36
10,1385,1,0.66,0,0,0,2026-03-08 22:22:36
10,2194,1,0.55,0,0,0,2026-04-12 22:22:37
10,2334,1,0.56,0,0,0,2026-03-01 22:22:37
10,2072,1,0.87,1,0,0,2026-05-05 22:22:37
10,2096,1,0.95,0,0,0,2026-05-10 22:22:37
10,1263,1,0.68,0,0,1,2026-02-18 22:22:36
10,2170,1,0.65,1,0,0,2026-04-03 22:22:37
10,2541,1,0.62,0,0,0,2026-04-20 22:22:37
10,2481,1,0.79,0,0,0,2026-02-22 22:22:37
10,2532,1,1.0,0,0,0,2026-04-12 22:22:37
10,1523,1,0.82,0,1,0,2026-03-21 22:22:36
10,1775,1,0.99,1,0,0,2026-03-26 22:22:36
10,2245,1,0.93,0,0,0,2026-02-13 22:22:37
10,792,1,0.82,1,0,0,2026-02-22 22:22:36
10,2892,1,0.98,1,0,0,2026-04-13 22:22:37
10,624,1,0.51,1,0,0,2026-02-18 22:22:36
10,2824,1,0.63,0,1,0,2026-04-11 22:22:37
10,1552,1,0.93,0,0,0,2026-03-26 22:22:36
10,591,1,0.77,0,1,0,2026-03-16 22:22:36
10,2783,1,0.77,0,1,0,2026-05-12 22:22:37
10,2996,1,0.72,0,0,0,2026-05-09 22:22:37
10,2395,1,0.74,0,0,0,2026-04-29 22:22:37
11,1522,1,0.91,0,0,1,2026-02-14 22:22:36
11,2999,1,1.0,1,0,0,2026-05-14 22:22:37
11,1413,1,0.98,0,0,0,2026-04-26 22:22:36
11,1907,1,0.81,0,0,0,2026-04-30 22:22:36
11,1414,1,0.75,0,0,0,2026-02-11 22:22:36
11,2116,1,0.83,0,0,0,2026-04-19 22:22:37
11,344,1,0.88,0,0,0,2026-04-23 22:22:36
11,1722,1,0.95,1,0,0,2026-03-12 22:22:36
11,179,1,0.65,0,0,0,2026-03-11 22:22:36
11,2922,1,0.82,1,0,0,2026-03-11 22:22:37
11,2348,1,0.7,0,0,0,2026-03-31 22:22:37
11,2826,1,0.86,0,1,0,2026-03-04 22:22:37
11,2964,1,0.51,1,0,0,2026-02-26 22:22:37
11,2070,1,0.83,1,0,0,2026-03-22 22:22:37
11,1961,1,0.71,1,0,0,2026-03-16 22:22:36
11,1005,1,0.95,0,0,0,2026-03-18 22:22:36
11,5,1,0.72,0,0,0,2026-03-23 22:22:36
11,610,1,0.97,0,0,0,2026-04-06 22:22:36
11,2988,1,0.11,0,1,0,2026-02-20 22:22:37
11,2591,1,0.57,1,0,0,2026-02-25 22:22:37
11,2227,1,0.64,1,0,0,2026-02-13 22:22:37
11,1025,1,0.63,0,0,0,2026-05-01 22:22:36
11,927,1,0.19,1,1,0,2026-04-07 22:22:36
11,2770,1,0.75,0,0,0,2026-05-06 22:22:37
11,954,1,0.75,0,0,0,2026-03-08 22:22:36
11,960,1,0.5,1,0,0,2026-03-04 22:22:36
11,529,1,0.94,0,0,0,2026-02-27 22:22:36
11,1368,1,0.68,1,0,0,2026-04-01 22:22:36
11,532,1,0.68,0,0,0,2026-03-15 22:22:36
11,2487,1,0.75,0,0,0,2026-04-27 22:22:37
11,57,1,0.87,0,0,0,2026-02-14 22:22:36
11,425,1,0.59,1,0,0,2026-05-10 22:22:36
11,1153,1,0.72,0,0,0,2026-03-11 22:22:36
11,850,1,0.64,0,0,0,2026-04-26 22:22:36
11,2776,1,0.56,0,0,0,2026-04-08 22:22:37
11,1211,1,0.51,0,0,0,2026-02-16 22:22:36
11,1939,1,0.58,1,0,0,2026-02-16 22:22:36
11,888,1,0.84,0,0,0,2026-02-10 22:22:36
11,2015,1,0.54,0,0,0,2026-03-15 22:22:36
11,655,1,0.93,1,0,0,2026-04-22 22:22:36
11,2214,1,0.35,1,0,0,2026-04-15 22:22:37
11,711,1,0.6,1,0,0,2026-05-07 22:22:36
11,51,1,0.87,1,0,0,2026-05-01 22:22:36
11,2551,1,0.89,0,0,0,2026-02-07 22:22:37
11,2380,1,0.55,0,0,0,2026-04-25 22:22:37
11,2444,1,0.96,0,0,1,2026-04-25 22:22:37
11,1263,1,0.95,0,0,0,2026-02-10 22:22:36
11,2744,1,0.3,0,0,0,2026-03-15 22:22:37
11,777,1,0.68,0,0,0,2026-03-16 22:22:36
11,2594,1,0.96,0,1,0,2026-03-27 22:22:37
11,1735,1,0.94,0,0,0,2026-03-14 22:22:36
11,2879,1,0.65,0,0,0,2026-03-13 22:22:37
11,1641,1,0.78,0,0,0,2026-02-12 22:22:36
11,1253,1,0.53,0,0,0,2026-04-18 22:22:36
11,1380,1,0.88,1,0,0,2026-03-25 22:22:36
12,664,1,0.51,1,0,0,2026-04-17 22:22:36
12,1210,1,0.56,0,0,0,2026-02-25 22:22:36
12,830,1,0.6,0,1,0,2026-03-23 22:22:36
12,1630,1,0.51,0,1,0,2026-05-10 22:22:36
12,1175,1,0.7,0,0,0,2026-03-23 22:22:36
12,2052,1,0.69,0,0,0,2026-04-17 22:22:36
12,716,1,0.97,0,0,0,2026-03-01 22:22:36
12,1852,1,0.8,0,0,0,2026-03-10 22:22:36
12,1033,1,0.64,0,0,0,2026-03-17 22:22:36
12,1697,1,0.43,0,0,0,2026-04-18 22:22:36
12,2044,1,0.53,0,0,0,2026-04-01 22:22:36
12,484,1,0.72,0,0,0,2026-02-27 22:22:36
12,1903,1,0.78,0,0,0,2026-03-21 22:22:36
12,1578,1,0.79,1,0,0,2026-02-16 22:22:36
12,618,1,0.91,0,0,0,2026-04-03 22:22:36
12,871,1,0.7,0,0,0,2026-05-04 22:22:36
12,765,1,0.82,1,0,0,2026-03-18 22:22:36
12,2089,1,0.85,0,0,0,2026-05-11 22:22:37
12,2989,1,0.56,0,0,0,2026-02-18 22:22:37
12,1719,1,0.58,0,1,0,2026-05-03 22:22:36
12,42,1,0.22,1,0,0,2026-03-07 22:22:36
12,947,1,0.8,1,0,0,2026-04-12 22:22:36
13,2865,1,0.61,0,0,0,2026-04-22 22:22:37
13,267,1,0.93,0,0,0,2026-04-25 22:22:36
13,2330,1,0.86,1,0,0,2026-04-18 22:22:37
13,289,1,0.95,0,0,1,2026-04-18 22:22:36
13,421,1,0.68,0,0,0,2026-03-19 22:22:36
13,408,1,0.83,0,0,0,2026-02-25 22:22:36
13,219,1,0.54,0,0,0,2026-02-14 22:22:36
13,1406,1,0.96,1,0,0,2026-04-10 22:22:36
13,876,1,1.0,0,0,0,2026-02-16 22:22:36
13,1975,1,0.74,1,0,0,2026-04-13 22:22:36
13,721,1,0.67,1,0,0,2026-03-18 22:22:36
13,2259,1,0.85,1,0,0,2026-04-07 22:22:37
13,2137,1,0.77,0,0,0,2026-04-05 22:22:37
13,1604,1,0.59,0,0,0,2026-04-10 22:22:36
13,1262,1,0.68,0,0,0,2026-04-25 22:22:36
13,2759,1,0.88,0,0,0,2026-02-17 22:22:37
13,577,1,0.79,0,0,0,2026-03-30 22:22:36
13,1461,1,0.84,0,0,0,2026-04-16 22:22:36
13,274,1,0.63,0,0,0,2026-03-02 22:22:36
13,628,1,0.77,0,0,0,2026-02-24 22:22:36
13,1917,1,0.87,1,0,1,2026-03-31 22:22:36
13,764,1,0.62,1,0,0,2026-05-10 22:22:36
13,2478,1,0.75,0,0,0,2026-02-07 22:22:37
13,102,1,0.95,0,0,0,2026-04-30 22:22:36
13,315,1,0.73,0,0,0,2026-03-14 22:22:36
13,389,1,0.6,1,0,0,2026-04-16 22:22:36
13,19,1,0.6,1,1,0,2026-03-25 22:22:36
13,1217,1,0.73,0,0,0,2026-02-28 22:22:36
13,1938,1,0.85,0,0,0,2026-02-27 22:22:36
13,1520,1,0.61,0,0,0,2026-04-07 22:22:36
13,49,1,1.0,0,0,0,2026-02-19 22:22:36
13,2418,1,0.93,0,0,0,2026-02-08 22:22:37
14,2850,1,0.74,0,0,0,2026-02-26 22:22:37
14,1581,1,0.87,0,0,0,2026-03-28 22:22:36
14,693,1,0.98,0,0,0,2026-04-18 22:22:36
14,925,1,0.81,0,0,0,2026-04-19 22:22:36
14,2945,1,0.74,0,0,0,2026-04-18 22:22:37
14,2508,1,0.99,1,0,0,2026-03-07 22:22:37
14,2883,1,0.56,1,1,0,2026-03-14 22:22:37
14,1022,1,0.73,1,0,0,2026-02-27 22:22:36
14,978,1,0.91,1,0,0,2026-04-09 22:22:36
14,1038,1,0.91,0,0,0,2026-02-26 22:22:36
14,1049,1,0.72,0,0,0,2026-04-25 22:22:36
14,1327,1,0.85,0,0,0,2026-03-06 22:22:36
14,915,1,0.84,1,0,0,2026-02-23 22:22:36
14,49,1,0.66,1,0,0,2026-02-21 22:22:36
14,961,1,0.77,1,0,0,2026-05-11 22:22:36
14,2553,1,0.78,0,0,0,2026-04-12 22:22:37
