reel_id,popularity_score
2607,111.88
106,111.82000000000001
982,111.76
2675,111.75999999999999
1068,111.72
1963,111.7
2837,111.7
2367,111.68
2261,111.66
1426,111.58
2280,111.56
2917,111.5
1876,111.44
2395,111.28
423,111.26
847,111.26
2996,111.08
1340,111.04
308,111.0
545,110.98
2545,110.98
2896,110.94
1146,110.94
2595,110.92
681,110.92
761,110.9
1810,110.86
2264,110.84
736,110.78
1194,110.74
1762,110.74
174,110.72
2306,110.72
1911,110.7
574,110.68
1950,110.64
166,110.52
54,110.52
661,110.52
2820,110.52
2157,110.46
711,110.36
600,110.34
2254,110.24
1057,110.2
297,110.08
694,110.0
925,109.84
1428,109.46
2088,109.46
1515,109.4
386,109.38
1754,109.26
772,109.18
1061,109.14
881,109.14
2581,109.06
2901,109.06
544,109.02
298,109.0
2482,108.98
1691,108.94
180,108.9
747,108.76
2439,108.72
2894,108.58
1379,108.4
129,108.06
1912,108.0
2930,107.98
2256,107.96000000000001
946,107.96
1670,107.86
1933,107.84
2871,107.8
2341,107.8
2814,107.7
105,107.7
2355,107.7
1913,107.60000000000001
2173,107.6
1941,107.58
2114,107.56
2798,107.46
2176,107.4
1360,107.3
2031,107.25999999999999
2635,107.06
1605,106.98
98,106.98
2608,106.98
2320,106.92
875,106.9
1097,106.76
1572,106.76
1576,106.7
2143,106.66
350,106.6
893,106.53999999999999
999,106.44
68,106.44
886,106.44
753,106.42
1387,106.38
1237,106.28
19,106.22
1363,106.22
1173,106.22
2443,106.2
17,106.08
2115,105.98
2103,105.84
62,105.74
288,105.72
1556,105.7
197,105.56
2262,105.54
2907,105.52
2354,105.5
2843,105.46
341,105.4
2579,105.36
2673,105.34
1852,105.34
334,105.28
1284,105.26
1886,105.24000000000001
340,105.24
2582,105.2
1278,105.14
704,105.14
1329,105.14
2687,105.06
2627,105.03999999999999
1229,105.02
1749,104.98
647,104.94
1087,104.9
2985,104.86
1969,104.82
525,104.8
2094,104.76
2554,104.74
868,104.74
804,104.72
469,104.7
1106,104.66
2826,104.62
2703,104.6
2319,104.6
479,104.54
2854,104.52
1402,104.42
1555,104.38
1818,104.38
1258,104.28
271,104.26
2049,104.26
103,104.25999999999999
737,104.14
1186,104.1
1722,104.02
377,104.02
672,104.0
2722,103.94
2044,103.88
2788,103.84
655,103.84
531,103.82
2961,103.8
1531,103.76
405,103.74
1484,103.72
2224,103.66
1218,103.60000000000001
2344,103.56
1538,103.54
2893,103.53999999999999
2965,103.52
897,103.48
1658,103.46000000000001
2043,103.44
1710,103.38
805,103.36
1479,103.36
2425,103.32
2459,103.28
1205,103.26
2967,103.24000000000001
639,103.22
2620,103.14
1163,103.12
1264,103.1
77,103.0
587,103.0
2007,103.0
1445,102.88
1335,102.84
1352,102.82
2619,102.8
127,102.68
579,102.66
1472,102.6
816,102.58
1926,102.56
854,102.54
49,102.48
2562,102.48
1994,102.46000000000001
111,102.44
873,102.42
2817,102.36
2850,102.36
1368,102.32000000000001
887,102.26
1745,102.16
569,102.08
1308,102.02
2109,101.9
1910,101.9
2038,101.88
1176,101.78
2423,101.72
2616,101.72
1514,101.64
2668,101.64
2991,101.60000000000001
2512,101.56
566,101.52
1832,101.48
2054,101.44
844,101.4
1641,101.38000000000001
2500,101.38
1775,101.28
2011,101.22
39,101.22
159,101.2
296,101.14
1650,101.12
1618,101.12
1846,101.12
2784,101.12
2919,101.08
1550,101.06
1028,100.98
2694,100.96000000000001
984,100.96
1412,100.94
207,100.9
279,100.9
2514,100.9
364,100.84
1190,100.82
2729,100.8
1102,100.78
1436,100.78
2696,100.76
598,100.76
2303,100.7
2277,100.64
2768,100.56
507,100.56
1811,100.5
1587,100.4
2969,100.38
2629,100.38
2543,100.36
181,100.36
2081,100.36
1496,100.3
1361,100.28
2321,100.28
2484,100.28
1227,100.24
966,100.24
1012,100.22
1770,100.22
744,100.16
791,100.14
1606,100.06
750,100.02
2241,100.0
1954,99.94
1864,99.94
1316,99.94
2362,99.92
2640,99.9
2812,99.86
119,99.84
2275,99.74
1901,99.62
2600,99.6
2091,99.6
407,99.6
2485,99.6
1513,99.58
563,99.56
2802,99.53999999999999
2345,99.5
1114,99.5
1153,99.48
20,99.48
1900,99.42
434,99.4
240,99.4
1474,99.4
45,99.39999999999999
2329,99.38
2336,99.36
2421,99.34
2789,99.3
1203,99.28
1047,99.28
2903,99.28
375,99.26
2373,99.22
200,99.14
2939,99.12
2347,99.12
2219,99.12
1482,99.1
1452,99.06
459,99.0
2195,99.0
1172,98.98
1666,98.9
2508,98.9
994,98.86
2227,98.82
2803,98.82
211,98.78
2929,98.72
1,98.66
313,98.66
2761,98.66
986,98.64
2350,98.64
203,98.62
1018,98.62
2925,98.56
2950,98.52
2284,98.5
2926,98.5
349,98.48
2012,98.44
848,98.44
595,98.36
94,98.36
2763,98.34
235,98.3
1978,98.3
412,98.26
1854,98.2
2292,98.14
2246,98.10000000000001
565,98.1
2780,98.08
67,98.08
27,98.06
2882,98.04
2721,98.02
2572,98.02
1776,98.0
627,97.96
2315,97.92
259,97.92
1793,97.86
2107,97.82
466,97.78
1444,97.76
642,97.76
2544,97.74
1564,97.66
1696,97.6
558,97.58
2952,97.56
515,97.54
2029,97.53999999999999
956,97.52
983,97.48
1972,97.48
2023,97.44
1286,97.4
2870,97.4
1601,97.38
2684,97.36
1875,97.3
134,97.2
172,97.12
2615,97.02
2174,97.02
2791,96.98
1790,96.98
2478,96.96000000000001
834,96.94
662,96.92
1296,96.92
1312,96.86
2705,96.82
2679,96.72
615,96.7
1437,96.7
1469,96.7
1005,96.68
488,96.66
1040,96.64
2489,96.56
2933,96.48
1615,96.48
786,96.42
2086,96.36
1187,96.36
450,96.32000000000001
2304,96.28
688,96.28
1835,96.25999999999999
2642,96.25999999999999
1999,96.24000000000001
2801,96.24
2794,96.24
1077,96.2
808,96.18
869,96.16
872,96.1
1702,96.08
46,96.08
780,96.04
1873,96.03999999999999
2818,96.02
1174,96.0
1309,96.0
1849,96.0
2187,95.98
1986,95.96
2538,95.9
1031,95.86
1786,95.84
1767,95.84
2905,95.84
1449,95.84
2517,95.82000000000001
624,95.8
2860,95.8
2449,95.78
2377,95.78
2273,95.74
2370,95.74
1777,95.72
1865,95.7
2590,95.66
2314,95.66
555,95.66
1423,95.64
2147,95.6
1889,95.58
2746,95.56
1497,95.5
721,95.5
2521,95.48
339,95.46
1032,95.46
2112,95.39999999999999
599,95.38
2533,95.36
518,95.34
2958,95.32
457,95.22
1089,95.2
2762,95.2
220,95.18
1460,95.16
93,95.12
392,95.1
151,95.1
328,95.0
1907,94.98
2445,94.96
980,94.9
1891,94.86
389,94.84
1170,94.8
1966,94.8
150,94.76
1424,94.72
974,94.72
206,94.7
2778,94.7
513,94.67999999999999
2829,94.66
1929,94.64
2980,94.6
2178,94.6
448,94.6
2467,94.6
2249,94.56
1341,94.48
192,94.42
1016,94.42
2066,94.36
2810,94.34
755,94.3
637,94.22
1571,94.2
1091,94.2
1819,94.18
333,94.16
2864,94.16
654,94.16
2213,94.14
2592,94.14
989,94.08
467,94.04
926,94.02
1259,94.02
1150,94.0
1049,93.98
2325,93.98
1052,93.88
920,93.88
2191,93.88
529,93.86
1193,93.84
137,93.82
614,93.8
2516,93.78
163,93.76
1200,93.72
1519,93.72
2406,93.7
2966,93.7
2932,93.68
1042,93.66
1048,93.66
718,93.64
696,93.62
2289,93.58
1007,93.54
2070,93.54
549,93.52
1529,93.5
306,93.48
561,93.48
557,93.48
997,93.48
708,93.44
900,93.4
2530,93.38
284,93.36
911,93.36
806,93.32
1816,93.3
1134,93.3
2773,93.28
676,93.24
2899,93.24
397,93.22
1627,93.2
2188,93.17999999999999
1637,93.14
2641,93.12
26,93.12
165,93.06
509,92.98
2834,92.94
638,92.9
996,92.88
1135,92.82
399,92.8
2305,92.8
2587,92.78
959,92.7
520,92.7
31,92.66
1432,92.66
2205,92.62
1495,92.62
2754,92.56
1246,92.48
830,92.48
2271,92.46
771,92.42
277,92.4
1896,92.4
2913,92.4
653,92.36
2059,92.34
2989,92.32000000000001
590,92.22
1902,92.2
1583,92.18
2813,92.14
2690,92.14
2585,92.14
888,92.12
2609,92.08
1453,92.06
1580,92.06
342,92.03999999999999
1063,92.03999999999999
2963,92.03999999999999
233,91.98
1748,91.96000000000001
2042,91.94
560,91.92
939,91.88
1783,91.86
2130,91.84
1099,91.84
2605,91.82000000000001
3,91.8
2583,91.78
552,91.78
527,91.68
191,91.68
1376,91.66
2610,91.58
2732,91.54
1213,91.52
937,91.48
2760,91.44
2550,91.38
602,91.36
1598,91.36
758,91.22
1326,91.22
1277,91.2
183,91.18
1808,91.17999999999999
338,91.14
352,91.14
2539,91.14
2862,91.12
2723,91.11999999999999
1612,91.1
1356,91.08
2916,91.06
505,91.04
883,91.02
1817,91.0
2977,90.98
1392,90.94
949,90.94
1158,90.94
2855,90.9
1857,90.88
1527,90.88
2058,90.86
1721,90.86
826,90.84
71,90.82000000000001
2897,90.82
1877,90.78
1297,90.74
2193,90.74
1303,90.72
2378,90.72
171,90.7
1869,90.7
1386,90.68
2534,90.66
658,90.64
2623,90.64
2978,90.64
2200,90.64
2491,90.62
219,90.62
2799,90.6
1930,90.6
1970,90.58
53,90.56
2136,90.52
2108,90.52
1499,90.46000000000001
2339,90.46
2666,90.44
2207,90.4
1562,90.38
1648,90.34
592,90.34
2453,90.3
317,90.22
2393,90.18
1088,90.12
473,90.12
2374,90.1
1162,90.08
2695,90.04
2330,90.03999999999999
2018,90.0
2184,89.98
767,89.9
2123,89.9
2651,89.9
1611,89.84
413,89.84
1019,89.82
1471,89.82
2682,89.78
35,89.76
2914,89.72
295,89.72
329,89.72
1980,89.68
828,89.68
2974,89.58
596,89.58
1837,89.58
2833,89.56
2252,89.54
204,89.52
864,89.52
1100,89.5
213,89.5
1563,89.48
2135,89.46000000000001
325,89.46
1653,89.44
2244,89.4
1221,89.4
1149,89.4
121,89.4
2428,89.38
712,89.36
632,89.34
1196,89.32
493,89.26
427,89.24000000000001
1778,89.2
232,89.16
620,89.16
2019,89.16
2659,89.14
650,89.14
162,89.12
981,89.12
1779,89.1
1138,89.1
719,89.1
28,89.1
1750,89.08
1656,89.0
820,89.0
2847,89.0
484,89.0
2426,88.98
70,88.98
906,88.97999999999999
2767,88.96000000000001
1400,88.94
1443,88.9
890,88.88
1688,88.86
2021,88.84
2226,88.84
2307,88.82
610,88.78
1002,88.78
1226,88.78
2201,88.76
2438,88.74
2599,88.74
1043,88.72
402,88.7
2461,88.7
1520,88.68
2017,88.66
1175,88.66
2845,88.66
1167,88.66
535,88.64
61,88.64
1398,88.62
880,88.6
1566,88.6
1338,88.58
567,88.56
2564,88.56
65,88.54
1505,88.52
2594,88.44
882,88.44
314,88.44
501,88.42
408,88.42
2983,88.36
2148,88.34
2298,88.34
91,88.32
1971,88.3
553,88.3
1103,88.3
1199,88.28
1939,88.26
2436,88.2
972,88.2
2353,88.2
2300,88.16
512,88.12
38,88.1
2877,88.1
1333,88.1
754,88.08
324,88.08
2806,88.06
573,88.04
1923,88.04
1732,88.03999999999999
1093,88.02
113,88.0
2431,87.96000000000001
1536,87.92
1441,87.89999999999999
148,87.84
1661,87.82
2222,87.74
2159,87.72
957,87.7
2047,87.7
1336,87.66
891,87.64
1403,87.64
1390,87.62
431,87.6
495,87.58
2203,87.58
2209,87.56
630,87.56
216,87.56
140,87.53999999999999
2957,87.52
2239,87.46000000000001
2293,87.44
2730,87.42
2830,87.4
1887,87.4
3000,87.4
1000,87.38
843,87.32000000000001
487,87.32000000000001
2405,87.32
2757,87.32
903,87.32
2692,87.3
811,87.28
2016,87.28
782,87.22
1924,87.16
2811,87.14
2480,87.1
1133,87.1
818,87.0
2015,87.0
2614,87.0
2982,86.96
835,86.94
2204,86.92
1139,86.9
833,86.88
1668,86.86
37,86.8
1413,86.76
1346,86.76
524,86.74
449,86.74
2528,86.74
104,86.6
1765,86.6
2774,86.58
2866,86.58
2494,86.56
208,86.56
1680,86.48
2346,86.48
1473,86.46000000000001
1526,86.44
1989,86.44
907,86.44
2075,86.4
1882,86.36
2922,86.34
2333,86.32
2146,86.3
2765,86.3
1943,86.28
2175,86.28
2667,86.28
326,86.26
2288,86.26
1502,86.24
1868,86.24
1607,86.22
1685,86.22
901,86.2
1257,86.2
618,86.18
519,86.18
2874,86.16
952,86.16
351,86.14
2210,86.14
1185,86.14
2142,86.14
1683,86.1
1477,86.1
1850,86.06
832,86.04
2612,86.03999999999999
2169,86.02
2937,86.02
516,85.96
2990,85.92
2889,85.9
701,85.88
1518,85.88
1558,85.88
1498,85.88
623,85.86
1714,85.84
2456,85.84
289,85.82
1235,85.8
1234,85.78
669,85.76
309,85.74000000000001
1427,85.74000000000001
2051,85.74
2838,85.72
1373,85.72
1830,85.68
2003,85.68
2479,85.66
370,85.66
2385,85.66
1758,85.66
100,85.66
2322,85.64
1707,85.6
2531,85.6
976,85.58
1481,85.56
1164,85.56
2885,85.54
1331,85.53999999999999
263,85.52
1815,85.44
1085,85.4
1317,85.4
82,85.38
940,85.34
276,85.32000000000001
2920,85.28
107,85.26
2724,85.26
1169,85.24
305,85.22
184,85.2
1276,85.18
1230,85.14
577,85.12
447,85.12
636,85.1
1784,85.1
1269,85.08
2613,85.06
1804,85.06
1118,85.03999999999999
2245,85.02
2524,85.02
2466,85.02
1600,84.98
1534,84.98
244,84.98
1300,84.96
951,84.9
2375,84.88
40,84.86
1094,84.84
1780,84.8
1344,84.8
293,84.76
2709,84.76
550,84.7
2125,84.7
1354,84.7
2442,84.68
1178,84.68
2936,84.62
10,84.58
665,84.56
1081,84.54
1245,84.52
18,84.5
2004,84.44
691,84.44
2863,84.4
1800,84.4
1249,84.38
1459,84.36
2202,84.32
1066,84.3
92,84.28
158,84.28
547,84.28
1141,84.28
474,84.24
1288,84.24
1255,84.16
433,84.12
2486,84.12
310,84.12
2555,84.10000000000001
1679,84.1
1222,84.1
1238,84.08
303,84.04
190,84.04
390,84.0
1569,83.98
1975,83.98
272,83.98
1389,83.96
1271,83.94
617,83.92
2335,83.9
1654,83.88
346,83.88
2069,83.86
2424,83.86
1594,83.84
1108,83.82000000000001
1805,83.82
2706,83.78
500,83.74
2129,83.74
1921,83.74
1287,83.74
2664,83.72
1095,83.72
47,83.68
1687,83.68
398,83.66
1789,83.64
725,83.64
90,83.62
964,83.62
2192,83.62
1025,83.62
1595,83.6
916,83.6
1570,83.58
769,83.58
1144,83.58
1542,83.56
2450,83.56
2683,83.53999999999999
1359,83.52
212,83.46000000000001
2496,83.42
894,83.4
947,83.4
1455,83.38
185,83.36
2036,83.36
741,83.34
2887,83.34
471,83.3
1546,83.3
1241,83.28
2993,83.26
2077,83.26
841,83.26
2535,83.26
2076,83.26
698,83.26
494,83.2
1516,83.18
857,83.17999999999999
1545,83.16
950,83.16
1302,83.14
6,83.14
1422,83.06
2106,83.04
1588,82.98
935,82.98
205,82.98
1489,82.98
2071,82.96000000000001
1847,82.94
2501,82.94
2099,82.94
2380,82.92
1812,82.92
2104,82.88
915,82.88
2390,82.86
382,82.84
931,82.82
1639,82.78
2171,82.76
1365,82.74
2597,82.72
2787,82.7
2702,82.66
2268,82.66
2643,82.64
2150,82.64
2041,82.64
2234,82.62
1107,82.6
1671,82.6
2742,82.6
1509,82.6
2297,82.58
1404,82.54
1408,82.48
2497,82.48
958,82.48
764,82.44
2951,82.44
228,82.44
1938,82.42
1706,82.42
1742,82.38
619,82.38
2525,82.36
2716,82.34
290,82.32
1730,82.28
2324,82.22
2165,82.2
454,82.2
2704,82.16
2163,82.16
443,82.16
2078,82.04
269,82.02
2617,82.02
1391,82.02
2487,82.0
2235,82.0
2502,81.98
581,81.98
1225,81.94
1716,81.92
932,81.9
88,81.86
517,81.84
2753,81.74
2971,81.74
492,81.74
2584,81.7
164,81.7
794,81.7
383,81.68
2475,81.66
2660,81.66
480,81.64
2938,81.62
2970,81.60000000000001
1372,81.6
2186,81.6
485,81.56
2883,81.56
1345,81.56
2681,81.54
2242,81.52
1486,81.52
2992,81.52
910,81.52
1380,81.52
1207,81.52
2170,81.5
625,81.48
258,81.46000000000001
785,81.46
153,81.42
1125,81.42
1212,81.42
2911,81.38
60,81.36
1949,81.36
361,81.36
1982,81.34
395,81.34
2697,81.34
97,81.3
1630,81.28
1342,81.28
1261,81.26
2644,81.25999999999999
384,81.25999999999999
1592,81.22
1493,81.2
152,81.2
1281,81.18
1761,81.16
424,81.1
2699,81.1
302,81.1
2259,81.08
1720,81.08
1023,81.08
845,81.06
1584,81.06
2511,81.04
1625,81.04
508,81.04
781,81.0
629,80.98
1841,80.96000000000001
315,80.96
96,80.96
1231,80.96
2606,80.96
2872,80.92
343,80.92
256,80.92
1483,80.86
2024,80.86
2997,80.86
1582,80.84
2536,80.82
858,80.8
645,80.78
1128,80.76
2427,80.7
1304,80.7
222,80.68
689,80.68
2236,80.66
1151,80.64
1407,80.64
2434,80.64
2401,80.62
1347,80.6
2064,80.6
176,80.58
2185,80.58
790,80.56
1892,80.56
2356,80.56
2710,80.52
1131,80.52
1232,80.48
1984,80.48
1922,80.46000000000001
1626,80.44
874,80.42
110,80.42
667,80.42
2738,80.42
22,80.39999999999999
1960,80.3
2483,80.3
2352,80.28
1462,80.28
1468,80.24
2915,80.24
1055,80.22
1537,80.2
2394,80.14
628,80.12
571,80.1
2973,80.1
432,80.08
1056,80.06
588,80.06
2541,80.06
2979,80.06
2858,80.04
616,80.02
1092,79.98
1586,79.98
264,79.96
732,79.96
930,79.96
1547,79.92
2522,79.88
2727,79.88
2310,79.86
530,79.82
380,79.8
2510,79.78
889,79.78
2048,79.74
649,79.74
231,79.72
2701,79.7
304,79.7
2124,79.7
1121,79.64
965,79.64
363,79.64
1521,79.64
1362,79.62
2102,79.58
2097,79.58
2747,79.56
2650,79.5
253,79.48
1554,79.48
1712,79.46
1694,79.46
660,79.42
221,79.4
1944,79.38
1059,79.36
154,79.34
1820,79.34
1711,79.32000000000001
1839,79.3
953,79.28
1321,79.24
1223,79.24
829,79.22
1831,79.2
300,79.18
2748,79.17999999999999
603,79.17999999999999
1968,79.12
2943,79.04
640,79.0
331,79.0
898,79.0
1737,78.98
76,78.94
43,78.92
2743,78.92
1073,78.92
2046,78.92
2287,78.9
86,78.88
1591,78.88
421,78.86
1844,78.86
1290,78.84
2359,78.84
2927,78.82000000000001
25,78.8
2677,78.8
2680,78.8
1364,78.8
2152,78.8
514,78.78
1918,78.78
2976,78.78
918,78.78
720,78.74
2134,78.74
611,78.72
73,78.7
1041,78.66
1154,78.66
1672,78.62
1908,78.62
406,78.6
1415,78.58
1874,78.56
2417,78.53999999999999
722,78.53999999999999
1410,78.52
30,78.5
1006,78.5
179,78.5
2725,78.46
2678,78.44
2027,78.42
2363,78.42
468,78.42
540,78.4
2190,78.34
570,78.34
2942,78.34
252,78.34
2440,78.32
2509,78.32
41,78.26
2299,78.24
1796,78.22
551,78.18
709,78.14
2389,78.14
425,78.14
1069,78.14
568,78.12
2180,78.12
763,78.1
1703,78.1
1051,78.08
2294,78.06
1430,78.02
8,78.0
1504,77.96000000000001
250,77.96
2472,77.96
2781,77.92
1080,77.9
682,77.9
2267,77.89999999999999
1965,77.88
1988,77.86
699,77.84
2145,77.82000000000001
307,77.8
2409,77.8
1953,77.78
2199,77.76
1058,77.76
2312,77.74
2548,77.72
1561,77.72
1596,77.7
1490,77.68
990,77.68
1136,77.68
89,77.66
988,77.62
2216,77.6
66,77.6
1026,77.58
373,77.56
291,77.54
1322,77.52
2890,77.52
2631,77.5
1879,77.5
2397,77.48
2720,77.44
1220,77.42
1015,77.42
2895,77.38
24,77.36
1678,77.36
2728,77.36
2119,77.3
862,77.3
1399,77.28
2447,77.26
1337,77.24
1156,77.24
1903,77.22
2132,77.2
693,77.2
2809,77.18
2588,77.16
564,77.16
2113,77.14
2414,77.14
1813,77.12
2269,77.12
1826,77.1
453,77.06
1111,77.06
2796,77.04
2571,77.02
1945,77.02
2945,77.02
209,77.02
1301,77.02
2251,77.0
430,77.0
169,76.98
257,76.94
1719,76.94
1657,76.92
1919,76.9
285,76.89999999999999
1781,76.88
1890,76.88
775,76.86
2211,76.84
1597,76.84
2464,76.82
597,76.82
2795,76.78
756,76.74
2563,76.74
2857,76.74
1655,76.74
483,76.74
2161,76.72
2853,76.72
1447,76.7
2886,76.7
2975,76.68
245,76.68
1166,76.68
770,76.62
656,76.6
275,76.6
2215,76.58
1843,76.58
2281,76.56
417,76.56
710,76.54
2900,76.5
1643,76.5
537,76.44
2168,76.44
2547,76.44
1180,76.42
839,76.42
32,76.36
1157,76.36
1553,76.34
2715,76.34
686,76.34
745,76.34
217,76.34
1318,76.32
1406,76.32
2842,76.3
237,76.3
729,76.3
1979,76.28
2328,76.28
2558,76.22
2949,76.22
1608,76.2
374,76.2
1632,76.2
1298,76.2
2419,76.18
503,76.16
1894,76.14
2852,76.14
2941,76.14
1506,76.1
797,76.1
1713,76.08
2164,76.04
1577,76.03999999999999
1799,76.0
1548,75.98
1419,75.96
1339,75.94
2819,75.94
321,75.9
727,75.9
987,75.88
2844,75.86
396,75.84
1927,75.78
1744,75.78
533,75.78
812,75.75999999999999
1928,75.74
155,75.72
336,75.7
1915,75.7
2731,75.66
2002,75.66
2006,75.66
2083,75.64
963,75.64
1461,75.62
1540,75.62
1244,75.62
1616,75.58
1215,75.58
2700,75.54
2580,75.54
2151,75.53999999999999
680,75.53999999999999
194,75.52
2825,75.52
559,75.5
1957,75.46000000000001
87,75.46000000000001
1823,75.46000000000001
1620,75.46
2391,75.44
2279,75.44
2740,75.44
2025,75.42
1217,75.4
633,75.4
2912,75.4
241,75.36
1617,75.34
2737,75.34
1785,75.32
2499,75.28
1602,75.26
2906,75.26
1188,75.24
286,75.22
2526,75.22
2265,75.22
759,75.22
1940,75.2
1078,75.2
2334,75.2
2028,75.17999999999999
641,75.16
2033,75.14
2636,75.14
2561,75.12
112,75.12
2786,75.1
1378,75.08
1955,75.08
2040,75.08
422,75.08
356,75.06
128,75.06
1836,75.06
147,75.04
2444,75.04
730,75.03999999999999
2518,75.02
1798,75.02
1418,75.0
2181,75.0
2272,75.0
1137,75.0
850,75.0
941,74.98
876,74.98
2755,74.96
133,74.94
522,74.94
1421,74.9
878,74.88
853,74.88
260,74.86
7,74.86
1181,74.82000000000001
1467,74.82000000000001
879,74.8
2520,74.8
2343,74.78
2628,74.78
2413,74.76
2527,74.76
803,74.74
1236,74.7
724,74.7
345,74.68
1624,74.68
2840,74.66
2532,74.66
548,74.64
1609,74.64
1119,74.62
2037,74.62
788,74.6
2229,74.6
842,74.6
1997,74.58
960,74.5
2954,74.46
2065,74.46
2711,74.44
2247,74.42
1431,74.42
198,74.42
2085,74.4
821,74.38
523,74.38
948,74.36
2000,74.36
2060,74.32
2861,74.26
2556,74.26
2230,74.22
2841,74.2
2634,74.2
2935,74.2
2308,74.18
1062,74.18
2785,74.18
739,74.16
690,74.16
922,74.16
823,74.14
817,74.08
2231,74.08
438,74.06
1330,74.06
75,74.06
1328,74.04
2646,74.02
2771,74.02
2772,74.0
2067,73.96000000000001
460,73.94
2433,73.92
1206,73.88
978,73.88
1130,73.88
1959,73.84
2139,73.84
2448,73.82000000000001
1774,73.82
1522,73.8
1802,73.78
2577,73.76
1177,73.76
2632,73.74
2155,73.74
1033,73.7
2661,73.68
2994,73.68
414,73.68
2766,73.66
461,73.66
2670,73.66
1532,73.66
236,73.64
2805,73.64
1394,73.62
1122,73.62
1958,73.6
108,73.58
2422,73.56
1104,73.54
644,73.5
2719,73.48
2782,73.47999999999999
1024,73.42
2441,73.42
36,73.42
1842,73.42
2578,73.42
606,73.4
477,73.4
2586,73.38
2217,73.36
1184,73.34
851,73.32000000000001
2326,73.32
1860,73.32
1366,73.3
2061,73.3
534,73.28
1932,73.26
2238,73.24000000000001
2995,73.24
2622,73.22
1179,73.22
1045,73.22
2387,73.22
2309,73.2
2469,73.18
825,73.16
646,73.14
1256,73.12
733,73.04
173,73.04
2835,73.04
2127,73.02
1807,73.0
700,72.96000000000001
1731,72.96
896,72.94
23,72.9
2250,72.9
1239,72.9
1735,72.86
318,72.86
187,72.86
316,72.82
792,72.8
1216,72.78
1143,72.74
1543,72.74
168,72.72
2090,72.72
1701,72.72
1560,72.7
1728,72.58
924,72.58
2880,72.56
1920,72.54
2399,72.52
1676,72.5
1201,72.5
2098,72.48
116,72.48
135,72.46
1651,72.42
1209,72.42
607,72.38
2593,72.38
458,72.36
403,72.34
1951,72.32
819,72.3
99,72.28
1917,72.28
1370,72.24
760,72.22
2823,72.2
265,72.18
585,72.16
2255,72.14
1433,72.12
193,72.12
2867,72.12
282,72.1
156,72.1
1020,72.08
779,72.08
849,72.06
2101,72.02
706,72.0
145,71.92
2488,71.9
2984,71.88
1014,71.88
2477,71.88
992,71.86
278,71.82
2800,71.82
1219,71.8
1367,71.76
225,71.76
2050,71.74
2981,71.74
863,71.72
139,71.72
2458,71.7
2225,71.7
1551,71.68
2891,71.68
961,71.67999999999999
1838,71.66
504,71.66
1030,71.66
58,71.64
2368,71.6
1628,71.58
420,71.58
2769,71.58
2383,71.56
175,71.54
2603,71.54
452,71.53999999999999
2337,71.5
2953,71.48
1401,71.46000000000001
2045,71.46
1619,71.46
299,71.44
2749,71.42
2596,71.42
2921,71.4
1487,71.4
1470,71.38
439,71.38
