reel_id,time_weighted_score
2673,104.06980817510286
893,104.0526965832944
2261,104.02464586272608
350,104.0028654592337
1120,104.00138228246475
462,103.73768236225855
2320,103.63803838899032
1576,103.54965331317447
1106,103.41104667431293
2608,103.35555508857777
1818,103.33438189336272
1146,103.17653978873321
1977,103.14055305845714
1057,103.12580814990281
1912,103.04204877170329
2961,103.02671685585454
2907,103.00213871896122
2341,102.9628258385036
1886,102.89189039979992
1555,102.7233455346603
868,102.71802030006663
2379,102.71278176779182
704,102.65826846397718
2627,102.61150826345167
1691,102.60095762892658
946,102.5951171190854
2043,102.54727236329154
2722,102.52513336604139
1186,102.5145929791012
2306,102.50731884568869
672,102.50094452380695
805,102.4497837898296
1061,102.4117172591032
639,102.4048084783987
2837,102.38145422204742
2425,102.36499959939296
297,102.30701334385529
2044,102.29423468235706
1911,102.25056357349247
2893,102.18271033627337
1876,102.07430286070048
2687,102.04232811291918
423,102.02423383328794
886,101.97128229152608
1538,101.93989732948317
105,101.8168316630024
999,101.72602212832106
2439,101.70482848161454
897,101.68295988861323
1605,101.6630951865053
2996,101.58272887231205
873,101.46376551511784
17,101.43957557657629
753,101.41584442639801
579,101.40116097159702
1670,101.39538646176862
531,101.38844769351707
1087,101.29069706076497
479,101.27848265647029
2114,101.27159652753309
2595,101.18527615485146
334,101.14137022467742
655,101.1303111016584
2843,101.12281207180555
271,101.01060791373773
2817,100.89738234853527
566,100.8907561632786
2344,100.85962464660858
737,100.84180341152921
49,100.81307063022427
54,100.80359906741532
180,100.79377611807084
2423,100.7346481947306
2826,100.72640641059955
1218,100.65560818234897
816,100.56570817205022
1941,100.52441579686872
2459,100.46164336802593
197,100.45138478610151
2991,100.36714629438315
2582,100.28431265731487
1428,100.25803556722434
1264,100.23600692421662
2965,100.19218719263709
2619,100.18432452533476
2850,100.13862796457384
2784,100.10520964416581
19,100.09209079880408
2768,99.99474517849288
1205,99.98246925755495
875,99.92603562699951
804,99.85062096261537
39,99.83685447284812
2103,99.78551748340804
1284,99.78389638345855
2703,99.7736961663732
2143,99.76804188307113
1531,99.73821437754374
2581,99.73216076835661
2484,99.67015757225035
1436,99.65933079279323
1308,99.52434323087778
2798,99.52078776856091
129,99.34428885738143
1368,99.25692216156072
2241,99.23151343970261
1479,99.19146576354406
1173,99.16020887605643
1749,99.12655831925
563,99.0567128093607
2871,99.04416667445948
587,99.03916649701618
747,99.01115007004877
341,98.99731044713573
1846,98.97856802222377
377,98.97674834684493
1387,98.90353934684042
1969,98.84199723913575
1229,98.80746988346745
1484,98.6567690636346
296,98.65406207408448
887,98.6264101063482
2031,98.59439742873124
2256,98.5726819181968
2969,98.55348562786337
2176,98.43306847807328
2007,98.42977320097916
1452,98.37676879286005
2620,98.37205648494299
2985,98.24079760664415
1572,98.23832249717725
1556,98.23031199324802
1514,98.17059666708066
2554,98.16825367939836
1278,98.13759761240094
77,98.13629554620009
647,98.13588048500861
2224,98.07324019272261
1360,98.06315273766981
1352,98.01403417130228
2443,98.0071331027616
469,97.95869149188263
2761,97.95867294921736
994,97.94797414135604
2600,97.93665076264917
2355,97.92802465876407
966,97.88230358823004
1176,97.87736326486468
1335,97.87308366341327
1745,97.82309167572723
119,97.78614653016446
2579,97.75744849445024
364,97.7387492137778
2319,97.70192764943685
2854,97.62387661497318
1650,97.60591927745068
2292,97.54490205827946
1028,97.5323286926576
2115,97.52582733335004
98,97.51120799418904
2635,97.49319466018422
2903,97.47426564782168
2347,97.45877823128534
2284,97.41584511726987
854,97.40088145881384
27,97.37602751872038
2572,97.36333110441488
2354,97.3123009949514
127,97.29873503322406
2329,97.28964346101917
2195,97.27631208859913
375,97.25974294870521
2049,97.23715205946876
2303,97.22345622444931
62,97.14014129664703
1258,97.10539604799607
68,97.05852913612188
2262,97.03851895391878
2081,96.96036437298109
1864,96.95231152713997
1641,96.94906354911099
2321,96.94370861709118
1722,96.91969709320708
1926,96.86116080972646
203,96.80124596099569
159,96.79805995560531
2345,96.72975769780767
1190,96.69483030326546
1994,96.62605526026758
986,96.62312100079056
1237,96.59462964853603
2543,96.56908125305657
111,96.55259926809516
569,96.53013693757113
466,96.50794950076968
558,96.5059566270434
1832,96.42964148627888
340,96.40222090593886
2275,96.40068465324516
2562,96.30380775882401
1811,96.2947636044225
20,96.27379639706352
2763,96.21268589619196
1601,96.20132356594054
288,96.19992109914642
2729,96.1663984838547
1474,96.09214485179308
1618,96.0330450757767
1852,96.00780853896953
2094,95.95752381700802
1018,95.95665765372084
279,95.94528014279842
1329,95.88523756492656
1658,95.82331178377414
507,95.81371749996997
2794,95.78378859134033
103,95.75619107821565
1402,95.74766905047755
2925,95.6891339069992
1875,95.67655331079082
94,95.65714831212
2109,95.6461713802539
1776,95.61865397162103
2818,95.56609154300041
2174,95.55649015945195
525,95.55424754671274
2011,95.55315009549967
1835,95.45152330670064
2304,95.44431751966682
1849,95.41509227636276
2029,95.32605323570152
488,95.29423795591451
1910,95.12320276003966
2246,95.12205029805945
1163,95.08811883104015
1227,95.05641964445321
1710,95.02593267261662
2803,95.00097481243668
2967,94.97964647641065
2038,94.95475102741753
1449,94.886259131922
2616,94.88023828618479
207,94.86032303297738
1102,94.83059737688319
1775,94.75055765020764
2615,94.7314002378682
1472,94.72592296018101
339,94.72375443103215
956,94.71703399098017
2812,94.6916075515444
2860,94.6655376520387
407,94.64451312235309
983,94.63950576451059
2788,94.6179584070439
45,94.6106294405867
627,94.47444856289184
1203,94.45501865207795
1666,94.41690479909678
405,94.40152794612722
2512,94.38344480764151
2952,94.37763979559244
2091,94.37351243142169
1891,94.36457792764372
1286,94.33129598495202
1114,94.29397740757727
1496,94.29128342696148
1564,94.28288306877917
2012,94.26797536906864
2336,94.14641869058593
2277,94.13480610826807
2054,94.12106792708799
1445,94.10437976556636
1005,94.07511004964248
2500,94.05607864130417
2668,94.0503950331363
211,94.01319073753434
1012,93.98943878472232
1316,93.94598251134228
1341,93.91184081988753
1040,93.86838286185028
1513,93.85077464897722
1312,93.82002566550186
1907,93.81575312408083
450,93.75259539120708
1999,93.72424156360675
46,93.67554855444257
2377,93.67364368877348
2249,93.64782324172208
2640,93.63367116225075
2919,93.6235900524226
808,93.60599174412839
2517,93.5949628139886
2882,93.58131772633887
2694,93.56913905956621
1972,93.56799615540089
1550,93.49341023671822
2810,93.45991169877482
844,93.45436541791351
2980,93.43204867857118
1587,93.42953812953762
2521,93.36814336115896
2178,93.28832319607845
2791,93.26219595685717
2679,93.2523983264369
2696,93.20494301289116
2590,93.16444415601632
2789,93.15932946284858
1077,93.15070317228947
984,93.1110415172995
1482,93.11073584531859
1032,93.0869937658033
2107,93.0648986093063
459,93.05303045574931
67,93.00431052365195
2485,92.96415339799626
1296,92.94100689486166
2066,92.92069547002383
2629,92.91730029214071
791,92.88269604115489
1091,92.8418631485158
2219,92.76434743954496
974,92.69683968093861
448,92.66772056753058
654,92.63758863773158
2421,92.62577741162103
1696,92.62066140898169
2929,92.50288057455619
1048,92.48518254066457
200,92.46611299587119
595,92.45883062724417
259,92.44054355823077
750,92.43107324069764
2641,92.42219990367504
2023,92.39916779432502
1460,92.30866762831857
2514,92.2945532678465
2489,92.23982734571982
598,92.22253056031445
150,92.2194685694857
240,92.2099568735646
151,92.1520197742475
2802,92.14346040362373
557,92.10236484914533
872,92.03823713701095
2289,92.00613897094004
2350,91.96654604356361
2406,91.9476270306145
2544,91.93686988909423
1900,91.93243967946273
1519,91.93072083355007
181,91.92846382646849
1170,91.92190279985223
1172,91.90657954455656
2684,91.88991365158188
1966,91.87124048675838
134,91.85788208742224
2834,91.82553010695123
2533,91.81325340613638
1770,91.74433350840599
1954,91.71398134442147
1412,91.67601840311002
848,91.55128644899423
1529,91.53780432308109
2373,91.5270021044107
2754,91.52098234456764
1901,91.51416557047105
434,91.48588195644835
2950,91.40845314003427
888,91.38946351106787
165,91.32600426255217
662,91.32456051763027
1748,91.3137579420734
349,91.31320837890944
1606,91.2940077030529
1049,91.27861593300985
1615,91.27382444787595
2188,91.24785452858316
2933,91.21978028632932
2273,91.2180763625065
996,91.2072758434868
1361,91.19346717276973
2926,91.1518502675945
313,91.12261040037471
744,91.12259151838818
2508,91.12144983509837
1786,91.10378305104234
780,91.09275999126166
1702,91.06918223820833
721,91.04872943382128
2958,91.03401889027393
2315,91.02918313640097
926,91.02249961936242
688,90.99848903423582
93,90.95481890876376
771,90.922181957917
920,90.89733848331709
2362,90.875593943957
1854,90.83264134683064
1793,90.79776778320651
565,90.77581448879644
1200,90.77361066016395
2905,90.75490494666938
939,90.7408084773897
2870,90.73044047720671
2467,90.6915000269133
1326,90.67195406634427
1047,90.64544475309837
26,90.62489776272608
2939,90.61875602401284
1153,90.6026384816898
1790,90.5835278849196
555,90.58309132278852
2516,90.5827363798315
1042,90.57700608579576
2780,90.56655187795316
235,90.56557672769746
2732,90.47626600317648
2609,90.42555043444234
1816,90.35214299649205
2778,90.31438349785302
2605,90.30850863771435
2760,90.29337168051973
397,90.26331916287235
457,90.23625873803398
2705,90.20503505182542
758,90.19727876387583
2112,90.14131266006197
467,90.14092909495227
1007,90.13263157762565
1,90.08851342575196
1978,90.08377444027386
1527,90.07362663521897
2642,90.02829885008168
392,90.0250871071786
163,89.99096133139645
71,89.9674597838911
172,89.92053606309999
2130,89.91586074080088
2227,89.86504379816157
513,89.82153136368194
614,89.81966211995757
2690,89.790395502301
2205,89.7765228476123
2864,89.76429328579184
2899,89.74576754120467
900,89.72351675168628
615,89.71908332582225
1986,89.69763501088028
2721,89.67877339721642
520,89.65184932890284
2207,89.64743653419728
997,89.59495429566198
1598,89.59383636833286
2200,89.58921090282367
642,89.57468956067856
412,89.51696818575921
1444,89.50453879614814
1246,89.46227303745025
2187,89.45432098048977
2913,89.437426476792
624,89.4334364652427
192,89.41834578659346
352,89.41526404132557
183,89.41383049274184
561,89.40309770148116
1469,89.39550017844739
1016,89.39141173013876
529,89.37465937242047
1865,89.33448658731747
2370,89.27352106541979
1497,89.27303890407207
2478,89.26729621204503
1437,89.2467419244315
2610,89.24302974922165
989,89.2223730936031
834,89.21243738544308
1259,89.21085277653367
2191,89.1169654913575
1627,89.06934539190691
1174,89.06271196542595
869,89.0556257006714
1424,89.00759690332578
1031,89.0019804882121
2136,88.99155120319314
1297,88.98413426483317
590,88.92866067123266
1052,88.86718665569393
1929,88.86584187083382
35,88.85803562778489
2592,88.8424996146812
206,88.82856277372615
213,88.82684442185578
1303,88.82301460467586
2147,88.77660012169105
1423,88.76747529308433
515,88.71231211673717
284,88.70861951153002
1356,88.70840920957004
2086,88.64697237380042
637,88.60506674398103
2801,88.60127692577068
1902,88.56584384712097
413,88.52326367687056
233,88.51986685316204
389,88.43840853579296
191,88.40529224360732
719,88.32839105245658
2325,88.3217327532819
2070,88.30776606625848
1571,88.29944193007985
2374,88.22964437495288
1889,88.21881349135602
333,88.21810852139755
329,88.17288387047755
1187,88.16968904022016
1162,88.16233294165481
1338,88.13779111532527
599,88.13255401419966
2530,88.12954449509479
2108,88.11088851021469
2378,88.10338786527237
1089,88.0963687096419
1563,88.06470064146282
653,88.06030296490826
2453,88.05790674376063
2550,88.05315773412389
527,87.99194832016548
1869,87.97723196310771
2916,87.97472690595262
1877,87.96581107561052
1566,87.96288722519523
1149,87.9554660824693
2583,87.94840242698396
1648,87.93764793819543
2042,87.92006407949457
1873,87.89603673351547
2762,87.88672836183075
1453,87.87519786884951
1471,87.87157014915424
1562,87.86667990979018
2538,87.86029831733752
786,87.84822528554618
596,87.83852051726474
1309,87.80240500111297
2314,87.79428154961968
338,87.750336993533
518,87.73892548248769
1777,87.71708572122951
2305,87.71311716118868
2983,87.71300080509559
1732,87.68146854384077
2666,87.67122550998559
906,87.6632575946242
1930,87.63777324763147
2847,87.61893973078905
306,87.61165671104686
171,87.60431006173616
2585,87.59186359080981
754,87.58374430187396
1783,87.53970262137332
560,87.52944875406787
2682,87.50951748670249
2897,87.49709956888876
1767,87.49535850053527
610,87.39990576472891
1499,87.35427081496287
1376,87.34180915848223
2977,87.34028397734663
1819,87.33910049620958
2058,87.31638149313642
1443,87.31510599110138
1193,87.27863627894477
2746,87.27533433261617
1721,87.24084974338825
2449,87.2024573795812
650,87.17411579877594
2445,87.10251826779614
1199,87.09616423538336
549,87.08064687633323
2298,87.071160918707
864,87.0672069214702
204,87.05659814363646
2461,87.04721192070866
2330,87.04487558512969
328,87.02929354113692
1432,86.98109492707177
1637,86.97653230512313
1213,86.9603217045932
820,86.9505461309044
1939,86.91240536757768
696,86.90392943880052
1135,86.88952749990308
342,86.79666905423126
220,86.76743787145632
277,86.75609584622828
1778,86.75584955724446
1134,86.7343885077093
980,86.69503265252244
1612,86.68533854472379
2966,86.67669644456564
148,86.6686205603377
883,86.65900411996176
755,86.64779924618696
53,86.62529481088657
2829,86.57562654091541
553,86.53329528017116
2184,86.53202346725537
1808,86.50063313839959
1441,86.44933003196039
1000,86.44631297150866
911,86.43438162515153
2855,86.43044861192004
2773,86.34263710075697
1088,86.34219652652313
91,86.33095960669928
818,86.32374607376194
28,86.28655189556441
2932,86.28333165958776
137,86.28328116545342
2018,86.26810511125423
487,86.26497313635015
1093,86.26119984046407
1150,86.20373530296924
2339,86.19116540742306
2021,86.18783987674107
65,86.18518947116497
2813,86.16663748916491
806,86.07929774136839
718,86.07062017272892
1970,85.9899233089458
2393,85.98316785054875
2271,85.95044670646259
473,85.92936309060153
1668,85.9030028810534
3,85.890436482572
826,85.868640111507
767,85.85767004706163
1817,85.84768391317495
2288,85.81448994396598
2723,85.77827783692031
162,85.77292255589879
1277,85.68540795399132
2564,85.6757693365207
399,85.64884917354138
2774,85.63569118468781
2213,85.63311011445879
2252,85.60665694362147
1536,85.57772339488223
1989,85.52649008466548
638,85.4905176938761
314,85.48448265769542
1611,85.45277789282301
2862,85.45160423662146
959,85.44617566594333
676,85.42572295423686
1526,85.42406027468635
2534,85.40801534489368
317,85.40176576278176
325,85.36445819415475
1063,85.34334737985817
832,85.34193631423847
891,85.33094551581735
408,85.33018895485303
1661,85.31671469381871
2456,85.30592889471652
901,85.3038655712718
903,85.28997189089354
1495,85.28817540117868
1400,85.27850603465626
2333,85.27834635037202
1175,85.2781040713455
567,85.25709381704799
1138,85.25432863605593
2594,85.25168412754074
2623,85.23274491517701
1520,85.19090202522301
658,85.18926023827494
1857,85.16990403014682
121,85.16636939972237
2322,85.13087008093815
1158,85.10554504883942
431,85.09679139975565
2293,85.09212321891157
1830,85.09054266335995
2757,85.08085443599154
2914,85.07230798976506
1607,85.05992348400511
1392,85.0595708602685
1413,85.0593607656419
2667,85.04375282882843
1002,85.03375490075743
1505,85.02951610315861
828,84.94717025568931
2830,84.93254613822182
1656,84.92398897065053
782,84.91975419305224
1185,84.91472634674095
509,84.88999533389435
708,84.88341309396623
2765,84.83121898846278
2159,84.83015981205617
1580,84.81996111098418
219,84.8146972145066
2015,84.79987070033172
519,84.79118948634081
937,84.78601284153335
2963,84.74963105054222
1583,84.69384713140728
830,84.67705075412344
2479,84.65978134236525
1714,84.64852604330783
2201,84.63921578967845
70,84.62705664177685
1683,84.60685601709918
1680,84.59402169396175
427,84.5876239598379
2059,84.56439984730592
1924,84.54373258495288
31,84.50394384204394
305,84.49577354718323
512,84.48758905209678
1103,84.473918324875
1235,84.47219553088821
552,84.4677284022585
1167,84.46390647948779
449,84.44400197464377
2730,84.43312386814632
2587,84.43090808261111
2346,84.42626325562557
2135,84.41847872711415
484,84.41513913507407
2978,84.39275576439294
1685,84.38791540014049
61,84.34084626204219
1558,84.33411367677327
2989,84.31754441045547
2480,84.3159026580066
1164,84.31325658282486
505,84.28456981042748
1099,84.26152108381491
1403,84.2488823479229
2426,84.1829653080883
952,84.14450981885133
1896,84.13856661208115
592,84.13598434350756
1837,84.05670320417863
107,84.02694144867567
2204,83.99949310504857
1317,83.99760488424127
2599,83.99093142377114
1226,83.92329529891937
940,83.9120012307382
2539,83.86149530231802
2428,83.81950797795352
92,83.78702260044622
2922,83.77855668561808
2193,83.771205587189
2838,83.76656593207908
2491,83.75605643004032
140,83.7233228042335
232,83.71416733346257
2146,83.70824146418353
293,83.6943050263874
1221,83.67907936095123
2659,83.64515975307702
2612,83.64474489229809
2017,83.6104207244225
276,83.57487230546691
2442,83.56712825059734
1333,83.5652554877004
2123,83.55515888732428
2695,83.50583556453812
2845,83.4971334062282
2016,83.48405602707443
2003,83.4415363155173
602,83.43930296547813
1100,83.39948849267947
949,83.39366273675799
1043,83.38908881126234
1750,83.35488462065437
2019,83.34217100725307
1249,83.33081953527622
1654,83.29959993240871
37,83.28006357344104
1386,83.27866879075208
2431,83.26370457703253
2202,83.25289492896349
2982,83.24993881352822
1887,83.24228459782135
2990,83.170931938668
550,83.16295192214137
2226,83.15205881670859
2528,83.13465221363448
1196,83.12703278334179
1019,83.10051450122084
2936,83.0835888489768
1653,83.07596404844105
620,83.044838745877
712,83.04394158335056
2874,83.02310523016881
1336,83.00934420529185
433,82.99963858446145
1085,82.99575716754387
244,82.97499085408573
2974,82.96962388422598
2799,82.95461768718367
2129,82.93296250020911
2300,82.86626781820885
2866,82.86010637883565
947,82.84708830749287
303,82.8391677618842
2438,82.83519120422777
524,82.80773365848916
1427,82.79270983584105
2450,82.78891750298287
1344,82.7681025092536
2724,82.72607032133617
1707,82.70605980501969
2833,82.70185794867861
295,82.69933994128044
1025,82.69862018453486
1868,82.66294597661157
2047,82.6320298309909
82,82.62927913318806
1230,82.61743038033725
1688,82.61617660535396
113,82.58942051457329
6,82.57873800051993
1570,82.57853210620372
2169,82.57694224028705
501,82.54871326734421
2245,82.54846000003921
630,82.54641867061297
535,82.49669116882126
2767,82.48453511999521
1178,82.47898745432067
1245,82.47560114993905
632,82.47261824036107
2436,82.45404688962884
2683,82.45357334069882
402,82.4443566729181
184,82.43280884225325
2077,82.38979208166394
1398,82.3751832824987
1257,82.35376417354692
1422,82.3464282406938
2863,82.31491083948767
1141,82.23971584141488
493,82.23296900875887
1980,82.22463259916304
890,82.20487549011521
907,82.18438463064525
1354,82.17234726055473
158,82.1526358930881
573,82.14570948977494
1847,82.14226068437235
516,82.14008615702313
2244,82.11437022070395
950,82.08906480940979
2209,82.08806513662026
916,82.08609938683676
1779,82.0670537024993
1804,82.04465316031946
811,81.99906328302677
2651,81.94646339547401
1390,81.93903072607547
2811,81.92251593905596
2041,81.87984963098498
2716,81.86954485454233
1588,81.86717654421747
2036,81.849472034265
40,81.81870939742484
1498,81.79979777659092
981,81.79531042580813
1255,81.76640336577981
2555,81.7625508444702
1331,81.73464916307898
1373,81.72983770709523
1600,81.69090363523847
310,81.67856884545849
2104,81.6700338905574
2192,81.64042714231971
2335,81.63750553209482
2307,81.5917369445564
841,81.57347489390757
2494,81.56806571839311
2353,81.55453551088752
669,81.52057019662689
2175,81.51756911363692
1238,81.50766033428344
1302,81.50032309013169
1716,81.4862617119535
205,81.4711106207367
880,81.46426516924997
972,81.43451836817079
324,81.42718678490749
495,81.36646896930799
577,81.36294797002336
1518,81.33354488118391
701,81.31848728849923
1800,81.30590802174574
474,81.29233379867847
2405,81.27449647574467
1923,81.2665133983981
935,81.25299469784397
2390,81.22970632927601
2268,81.16360201774933
1222,81.15194898627956
1133,81.12533881655258
2148,81.1076839225696
1706,81.10432168911379
1502,81.07889656635916
3000,81.02337904505353
2466,80.98520668405416
2617,80.97868103743164
2885,80.97727252533474
964,80.96854116683038
1139,80.96610448249606
216,80.95498758731934
2203,80.954025585092
1389,80.91620126648655
2614,80.8960966180877
2806,80.87839519902373
2889,80.87561703318194
2501,80.86545905729388
88,80.85520001453035
618,80.8329841418357
272,80.81692956170603
1592,80.77453952714848
1107,80.7635207551661
1477,80.76143387192846
1271,80.74433816180552
882,80.74074080667634
398,80.72941785028223
625,80.70603437933055
263,80.68205684575003
383,80.66006653957334
2297,80.64562068067076
1281,80.64283636317019
2239,80.63228391716467
1971,80.6195758128806
843,80.58301575407016
2475,80.57486545702375
1459,80.55849421346254
97,80.53723689600868
2692,80.53428184034608
2242,80.5254257283588
38,80.521381070647
2075,80.50280344613606
2643,80.50076636989725
2957,80.48500981850856
2487,80.48308111822108
2877,80.4766216492518
957,80.43895812449392
1882,80.42458331439033
636,80.3785232950948
351,80.37769572332559
2535,80.36775863446246
104,80.33172433660677
2071,80.31606248010037
309,80.30223565704996
2222,80.298175667151
2502,80.29661762952675
212,80.25007405470981
346,80.22403553044622
915,80.2025794594409
1938,80.11247036248177
2165,80.10984295536689
2597,80.09692037974038
2171,80.08913388885114
1118,80.05864645357748
190,80.05543331771625
1850,80.05143986112333
2051,80.03522739234779
1144,80.02106228722303
2742,80.01152575950377
1780,79.99074257778418
1812,79.98100976909204
494,79.97647179088419
290,79.96473978382544
1300,79.96000466444099
1391,79.94258886515125
1516,79.93984209710212
1758,79.88894906781371
395,79.88664437503772
1922,79.88605138806065
289,79.86713385421824
60,79.86273883549626
1365,79.84241615607024
326,79.81552641354861
2613,79.77512264989399
874,79.77113182908579
2385,79.76611662210067
2352,79.69748990493476
443,79.68894118790249
1765,79.67496400119228
1169,79.67174309219065
1534,79.64351804793525
447,79.63509320529695
2076,79.63395269143092
258,79.62842809848651
1081,79.62272400875602
10,79.61078267807365
1815,79.6023941508279
741,79.59710614783631
228,79.57200315296627
208,79.55435673830902
1234,79.54763470323208
2753,79.5325282028922
1489,79.46982864481258
2004,79.45107170446661
370,79.45055415047183
725,79.42861661549543
1720,79.41953807380783
1630,79.41929126217838
1546,79.4104402718528
2993,79.40433671119371
857,79.39991311791272
1569,79.398325543824
1625,79.29951173429625
629,79.27850774458489
2915,79.27602861745075
2704,79.26786172681477
1462,79.21990671542527
835,79.16403052219346
2069,79.16316116601008
390,79.15106006635925
833,79.15040726962332
951,79.14872054690646
785,79.14789533252866
2787,79.13491131143435
1730,79.10468384142985
623,79.0759061132087
1287,79.06726476223741
1481,79.05948829296884
1473,79.02558731858029
547,79.00291280023019
90,78.99495853907965
1545,78.96938505133728
100,78.96475100152115
508,78.95637806983892
1949,78.95399260571791
2185,78.93130798824863
1346,78.9248098553092
1784,78.8795456008968
2541,78.84681707012263
176,78.83738811285724
1131,78.8364481128378
2324,78.82214200476884
2997,78.81679762927654
471,78.76864198727142
1108,78.7463643711832
649,78.69132433502176
1542,78.6595108892159
1125,78.64235631462829
1943,78.60286043466729
1231,78.56063461255812
1761,78.55933653652578
2531,78.55189291137836
2102,78.550497568407
2511,78.54835392547425
1128,78.53943837712295
2078,78.53036107399585
343,78.52905286179848
2709,78.5204616490743
2522,78.51000035462303
1594,78.4975805033916
2434,78.49642429794424
361,78.48300786933241
1493,78.47151039714376
2486,78.44296030203776
769,78.41952617408343
1586,78.41617301720672
2125,78.409103882191
1225,78.39072332655607
1056,78.37085728025383
894,78.34682231367503
2210,78.30527238406344
931,78.30076334022768
2142,78.25627737078246
2937,78.25294178853865
581,78.24967923351582
2375,78.23708184657657
930,78.23477137384987
1805,78.19846510476559
1687,78.19295924471236
256,78.19212250671842
2697,78.18644817875447
1841,78.13608538530369
